#
# Results on Mon, 24 Feb 2025 22:42:00 GMT
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36
# Design number was non-random = 17
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. TrialNumber.
# 14. AnswerRT.
# 15. DialogueRT.
# 16. A2.
# 17. A1.
# 18. D3.
# 19. D2.
# 20. D1.
# 21. Condition.
# 22. ConditionName.
# 23. Answer.
# 24. Inference.
# 25. Item.
# 26. Group.
# 27. Type.
# 28. Comments.
1740436920,de3374b2792d01d18506c85eb3330d0e,PennController,1,0,intro,NULL,PennController,0,_Trial_,Start,1740435439138,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1740436920,de3374b2792d01d18506c85eb3330d0e,PennController,1,0,intro,NULL,PennController,0,_Header_,Start,1740435439138,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1740436920,de3374b2792d01d18506c85eb3330d0e,PennController,1,0,intro,NULL,PennController,0,_Header_,End,1740435439139,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1740436920,de3374b2792d01d18506c85eb3330d0e,PennController,1,0,intro,NULL,PennController,0,_Trial_,End,1740436384803,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1740436920,de3374b2792d01d18506c85eb3330d0e,PennController,2,0,consent,NULL,PennController,1,_Trial_,Start,1740436384805,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1740436920,de3374b2792d01d18506c85eb3330d0e,PennController,2,0,consent,NULL,PennController,1,_Header_,Start,1740436384805,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1740436920,de3374b2792d01d18506c85eb3330d0e,PennController,2,0,consent,NULL,PennController,1,_Header_,End,1740436384806,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1740436920,de3374b2792d01d18506c85eb3330d0e,PennController,2,0,consent,NULL,PennController,1,_Trial_,End,1740436409572,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1740436920,de3374b2792d01d18506c85eb3330d0e,PennController,3,0,demo,NULL,PennController,2,_Trial_,Start,1740436409574,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1740436920,de3374b2792d01d18506c85eb3330d0e,PennController,3,0,demo,NULL,PennController,2,_Header_,Start,1740436409574,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
