#
# Results on Sat, 04 Oct 2025 18:43:15 GMT
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. TrialNumber.
# 14. AnswerRT.
# 15. DialogueRT.
# 16. A2.
# 17. A1.
# 18. D3.
# 19. D2.
# 20. D1.
# 21. Condition.
# 22. ConditionName.
# 23. Answer.
# 24. Inference.
# 25. Item.
# 26. Group.
# 27. Type.
# 28. Comments.
1759603395,b894630baefe080b7bf6456a7c932fd2,PennController,1,0,intro,NULL,PennController,0,_Trial_,Start,1759603109124,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759603395,b894630baefe080b7bf6456a7c932fd2,PennController,1,0,intro,NULL,PennController,0,_Header_,Start,1759603109124,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759603395,b894630baefe080b7bf6456a7c932fd2,PennController,1,0,intro,NULL,PennController,0,_Header_,End,1759603109124,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759603395,b894630baefe080b7bf6456a7c932fd2,PennController,1,0,intro,NULL,PennController,0,_Trial_,End,1759603117690,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759603395,b894630baefe080b7bf6456a7c932fd2,PennController,2,0,consent,NULL,PennController,1,_Trial_,Start,1759603117692,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759603395,b894630baefe080b7bf6456a7c932fd2,PennController,2,0,consent,NULL,PennController,1,_Header_,Start,1759603117692,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759603395,b894630baefe080b7bf6456a7c932fd2,PennController,2,0,consent,NULL,PennController,1,_Header_,End,1759603117693,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759603395,b894630baefe080b7bf6456a7c932fd2,PennController,2,0,consent,NULL,PennController,1,_Trial_,End,1759603120955,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759603395,b894630baefe080b7bf6456a7c932fd2,PennController,3,0,demo,NULL,PennController,2,_Trial_,Start,1759603120956,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759603395,b894630baefe080b7bf6456a7c932fd2,PennController,3,0,demo,NULL,PennController,2,_Header_,Start,1759603120956,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759603395,b894630baefe080b7bf6456a7c932fd2,PennController,3,0,demo,NULL,PennController,2,_Header_,End,1759603120957,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
