Results.reception.time,MD5.hash.of.participant.s.IP.address,Controller.name,Order.number.of.item,Inner.element.number,Label,Latin.Square.Group,PennElementType,PennElementName,Parameter,Value,EventTime,TrialNumber,AnswerRT,DialogueRT,A2,A1,D3,D2,D1,Condition,ConditionName,Answer,Inference,Item,Group,Type,Comments
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,1,0,intro,NULL,PennController,0,_Trial_,Start,1759439870467,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,1,0,intro,NULL,PennController,0,_Header_,Start,1759439870467,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,1,0,intro,NULL,PennController,0,_Header_,End,1759439870468,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,1,0,intro,NULL,PennController,0,_Trial_,End,1759439873562,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,2,0,consent,NULL,PennController,1,_Trial_,Start,1759439873564,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,2,0,consent,NULL,PennController,1,_Header_,Start,1759439873564,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,2,0,consent,NULL,PennController,1,_Header_,End,1759439873565,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,2,0,consent,NULL,PennController,1,_Trial_,End,1759439876025,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,3,0,demo,NULL,PennController,2,_Trial_,Start,1759439876026,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,3,0,demo,NULL,PennController,2,_Header_,Start,1759439876026,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,3,0,demo,NULL,PennController,2,_Header_,End,1759439876026,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,3,0,demo,NULL,TextInput,age,First,"",1759439878459,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,3,0,demo,NULL,TextInput,gender,First,"",1759439879226,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,f
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,3,0,demo,NULL,TextInput,geo,First,"",1759439880368,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Shift
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,3,0,demo,NULL,TextInput,comp,First,"",1759439882636,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Shift
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,3,0,demo,NULL,TextInput,language,First,"",1759439883697,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Shift
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,3,0,demo,NULL,TextInput,otherlg,First,"",1759439885091,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,n
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,3,0,demo,NULL,TextInput,age,Final,31,1759439886418,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
1759440043,b85450bf9107c69b46450380a4efaf5c,PennController,3,0,demo,NULL,TextInput,gender,Final,female,1759439886418,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NULL
